shipment_id,date,year,month,month_number,quarter,origin,destination,route,mode,hs_code,product_description,weight_kg,weight_tonnes,value_usd,shipment_value_million,status,bill_of_lading,shipper,consignee,remarks,Delay_Time(hrs),delay_days,Delay_Reason,delay_flag,delay_status
ADGF-2026089,2024-05-01,2024,May,5,2,"Hamburg, Germany","Bengaluru, India","Hamburg, Germany → Bengaluru, India",Sea,Unknown,Furniture (assembled),654.9,0.6548999999999999,13664.55,0.01366455,Delivered,BOL7012613036,A & D International,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027232,2024-05-01,2024,May,5,2,"New Delhi, India","Mumbai, India","New Delhi, India → Mumbai, India",Sea,85423900,Stainless steel fasteners,2802.5,2.8025,8695.15,0.00869515,Delivered,BOL7713998252,Sunrise Exports,Unknown (invoice),Manual verification completed,0.0,0.0,No Delay,False,On Time
ADGF-2027576,2024-05-01,2024,May,5,2,"Los Angeles, USA",Singapore,"Los Angeles, USA → Singapore",Air,7020010,Smartphone units,752.4,0.7524,84667.33,0.08466733,Delivered,BOL2885475373,A & D International,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028341,2024-05-01,2024,May,5,2,"Shanghai, China","Rotterdam, Netherlands","Shanghai, China → Rotterdam, Netherlands",Air,30049099,Smartphone units,805.4,0.8054,77135.44,0.07713544,Delivered,BOL4625820431,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028702,2024-05-01,2024,May,5,2,"Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam → Ho Chi Minh City, Vietnam",Sea,30049099,Processed spices (ground),484.8,0.4848,19668.68,0.01966868,In Transit,BOL3128016751,TransIndia Cargo,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030433,2024-05-01,2024,May,5,2,"Hamburg, Germany","Rotterdam, Netherlands","Hamburg, Germany → Rotterdam, Netherlands",Road,39232990,Printed circuit boards,301.8,0.3018,81049.68,0.08104968,Pending Pickup,BOL8560058598,Oceanic Logistics Co.,Techtronica Pvt. Ltd.,No Remarks,15.4,0.6416666666666667,Weather Delay,True,Delayed
ADGF-2031347,2024-05-01,2024,May,5,2,"Kochi, India",Singapore,"Kochi, India → Singapore",Air,8109090,Textile rolls (cotton),3675.4,3.6754000000000002,15577.97,0.01557797,Pending Pickup,BOL1311350118,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,No Remarks,17.2,0.7166666666666667,Documentation Error,True,Delayed
ADGF-2031538,2024-05-01,2024,May,5,2,"Hamburg, Germany",Singapore,"Hamburg, Germany → Singapore",Sea,39232990,Paperboard rolls,1568.5,1.5685,6861.35,0.0068613500000000004,Delivered,BOL6818948552,Oceanic Logistics Co.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031573,2024-05-01,2024,May,5,2,"Seattle, USA","Chennai, India","Seattle, USA → Chennai, India",Sea,30049099,Cocoa beans,5680.5,5.6805,19737.22,0.01973722,Delivered,BOL1337859537,A & D Global Freight Pvt. Ltd.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026162,2024-05-02,2024,May,5,2,"Seattle, USA","New York, USA","Seattle, USA → New York, USA",Sea,30049099,Fresh dragon fruit,3762.4,3.7624,4581.43,0.00458143,In Transit,BOL5120170503,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,11.9,0.4958333333333333,Weather Delay,True,Delayed
ADGF-2026274,2024-05-02,2024,May,5,2,"Shanghai, China",India,"Shanghai, China → India",Sea,7020010,LED lamps,2004.7,2.0047,22334.41,0.02233441,Delivered,BOL1905009060,A & D International,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026392,2024-05-02,2024,May,5,2,"Istanbul, Turkey",Domestic,"Istanbul, Turkey → Domestic",Air,94036000,Textile rolls (cotton),1023.5,1.0235,14464.64,0.014464639999999999,Delivered,BOL2439039580,Oceanic Logistics Co.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026750,2024-05-02,2024,May,5,2,"New Delhi, India","Dubai, UAE","New Delhi, India → Dubai, UAE",Sea,Unknown,Stainless steel fasteners,8213.1,8.2131,6609.8,0.0066098,Delivered,BOL6373871570,TransIndia Cargo,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026822,2024-05-02,2024,May,5,2,"Bangkok, Thailand","New York, USA","Bangkok, Thailand → New York, USA",Air,39232990,Smartphone units,273.6,0.2736,83772.91,0.08377291,Delivered,BOL8017271954,TransIndia Cargo,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029109,2024-05-02,2024,May,5,2,"Istanbul, Turkey","Chennai, India","Istanbul, Turkey → Chennai, India",Sea,85423900,Paperboard rolls,2330.7,2.3306999999999998,4936.78,0.00493678,Delivered,BOL3710860031,Sunrise Exports,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029142,2024-05-02,2024,May,5,2,"Ho Chi Minh City, Vietnam",Domestic,"Ho Chi Minh City, Vietnam → Domestic",Sea,85423900,Engine parts,1331.8,1.3317999999999999,2354.17,0.00235417,Delivered,BOL1577754220,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029161,2024-05-02,2024,May,5,2,"Seattle, USA","London, UK","Seattle, USA → London, UK",Sea,85423900,Pharmaceutical tablets,96.6,0.09659999999999999,127943.72,0.12794372,In Transit,BOL5506351635,A & D International,Unknown (trade database),No Remarks,7.9,0.3291666666666667,Weather Delay,True,Delayed
ADGF-2030357,2024-05-02,2024,May,5,2,"Ho Chi Minh City, Vietnam",India,"Ho Chi Minh City, Vietnam → India",Sea,85171200,LED lamps,1575.9,1.5759,4760.27,0.0047602700000000005,Pending Pickup,BOL6735438053,Oceanic Logistics Co.,Unknown (invoice),No Remarks,14.8,0.6166666666666667,Scheduling Error,True,Delayed
ADGF-2030424,2024-05-02,2024,May,5,2,"Sydney, Australia",Domestic,"Sydney, Australia → Domestic",Sea,10063010,Smartphone units,370.6,0.37060000000000004,150927.15,0.15092714999999998,In Transit,BOL5289251317,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031009,2024-05-02,2024,May,5,2,"Kochi, India",Domestic,"Kochi, India → Domestic",Air,30049099,Freight / tax invoice (public doc),3169.0,3.169,4399.96,0.00439996,Delivered,BOL9243184465,TransIndia Cargo,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033853,2024-05-02,2024,May,5,2,"Sydney, Australia",Domestic,"Sydney, Australia → Domestic",Sea,85171200,Engine parts,1957.8,1.9578,12509.02,0.012509020000000001,Delivered,BOL6882897285,A & D International,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034353,2024-05-02,2024,May,5,2,"Dubai, UAE","Kolkata, India","Dubai, UAE → Kolkata, India",Air,85171200,Furniture (assembled),913.4,0.9134,9847.16,0.00984716,In Transit,BOL5914821291,Oceanic Logistics Co.,ABC Importers Pvt. Ltd.,No Remarks,6.6,0.275,Documentation Error,True,Delayed
ADGF-2034787,2024-05-02,2024,May,5,2,"Dubai, UAE","New Delhi, India","Dubai, UAE → New Delhi, India",Sea,94036000,Smartphone units,228.7,0.2287,173743.85,0.17374385,Delivered,BOL8679585520,Sunrise Exports,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035183,2024-05-02,2024,May,5,2,"Bangkok, Thailand","Ho Chi Minh City, Vietnam","Bangkok, Thailand → Ho Chi Minh City, Vietnam",Sea,39232990,LED lamps,530.1,0.5301,16979.53,0.01697953,In Transit,BOL4043914249,TransIndia Cargo,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035349,2024-05-02,2024,May,5,2,"Los Angeles, USA","Kolkata, India","Los Angeles, USA → Kolkata, India",Sea,85423900,Engine parts,2054.3,2.0543,4095.7,0.0040957,Delivered,BOL1523633912,Sunrise Exports,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025094,2024-05-03,2024,May,5,2,"Hamburg, Germany","New Delhi, India","Hamburg, Germany → New Delhi, India",Air,39232990,Stainless steel fasteners,745.4,0.7454,8364.6,0.0083646,Delivered,BOL9905330712,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026875,2024-05-03,2024,May,5,2,"Rotterdam, Netherlands","Rotterdam, Netherlands","Rotterdam, Netherlands → Rotterdam, Netherlands",Air,Unknown,Furniture (assembled),1305.8,1.3057999999999998,37514.42,0.03751442,Delivered,BOL2804712678,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027417,2024-05-03,2024,May,5,2,"Hamburg, Germany","Chennai, India","Hamburg, Germany → Chennai, India",Air,Unknown,Processed spices (ground),1694.7,1.6947,13325.77,0.01332577,Delivered,BOL5671192434,A & D International,Techtronica Pvt. Ltd.,Customer requested priority handling,0.0,0.0,No Delay,False,On Time
ADGF-2028292,2024-05-03,2024,May,5,2,"Bangkok, Thailand","Dubai, UAE","Bangkok, Thailand → Dubai, UAE",Sea,7020010,Processed spices (ground),736.2,0.7362000000000001,13832.54,0.01383254,Customs Hold,BOL6910773172,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,No Remarks,26.4,1.1,Documentation Error,True,Delayed
ADGF-2029494,2024-05-03,2024,May,5,2,"Seattle, USA","New Delhi, India","Seattle, USA → New Delhi, India",Sea,39232990,Smartphone units,317.4,0.31739999999999996,166881.39,0.16688139000000002,Delivered,BOL7077188918,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031155,2024-05-03,2024,May,5,2,"Dubai, UAE",India,"Dubai, UAE → India",Sea,94036000,Cocoa beans,1037.9,1.0379,4473.48,0.004473479999999999,Delivered,BOL5720182349,A & D International,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032864,2024-05-03,2024,May,5,2,"Shenzhen, China","Melbourne, Australia","Shenzhen, China → Melbourne, Australia",Sea,94036000,Processed spices (ground),985.7,0.9857,47469.92,0.04746992,Delivered,BOL9789341387,Sunrise Exports,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033462,2024-05-03,2024,May,5,2,"Ho Chi Minh City, Vietnam","Melbourne, Australia","Ho Chi Minh City, Vietnam → Melbourne, Australia",Sea,10063010,Ceramic tiles,3063.9,3.0639000000000003,16251.05,0.01625105,Delivered,BOL1245794688,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033964,2024-05-03,2024,May,5,2,"Mumbai, India","Kolkata, India","Mumbai, India → Kolkata, India",Sea,Unknown,Fresh dragon fruit,2618.6,2.6186,15341.26,0.01534126,Delivered,BOL5933329907,Sunrise Exports,Unknown (invoice),No Remarks,3.2,0.1333333333333333,Holiday Closure,True,Delayed
ADGF-2034134,2024-05-03,2024,May,5,2,"Jakarta, Indonesia","Bengaluru, India","Jakarta, Indonesia → Bengaluru, India",Sea,10063010,Processed spices (ground),1507.2,1.5072,14444.61,0.01444461,Delivered,BOL7252388912,TransIndia Cargo,Global Retail Ltd.,Port congestion noted,0.0,0.0,No Delay,False,On Time
ADGF-2034677,2024-05-03,2024,May,5,2,"Bangkok, Thailand","Dubai, UAE","Bangkok, Thailand → Dubai, UAE",Sea,30049099,Furniture (assembled),1648.1,1.6481,117607.97,0.11760797,Delivered,BOL9355317029,A & D International,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034812,2024-05-03,2024,May,5,2,"Jakarta, Indonesia","Dubai, UAE","Jakarta, Indonesia → Dubai, UAE",Air,8109090,Paperboard rolls,2949.5,2.9495,55512.74,0.05551274,Delivered,BOL4035321511,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035639,2024-05-03,2024,May,5,2,"Los Angeles, USA","Mumbai, India","Los Angeles, USA → Mumbai, India",Sea,Unknown,Paperboard rolls,1044.4,1.0444,3523.78,0.0035237800000000002,In Transit,BOL5671098207,A & D International,Unknown (invoice),Customer requested priority handling,0.0,0.0,No Delay,False,On Time
ADGF-2035805,2024-05-03,2024,May,5,2,"Jakarta, Indonesia","Bengaluru, India","Jakarta, Indonesia → Bengaluru, India",Air,7020010,Pharmaceutical tablets,56.2,0.0562,31298.6,0.031298599999999996,In Transit,BOL3909015454,Sunrise Exports,ABC Importers Pvt. Ltd.,No Remarks,15.8,0.6583333333333333,Scheduling Error,True,Delayed
ADGF-2025025,2024-05-04,2024,May,5,2,Vietnam (unspecified),"London, UK","Vietnam (unspecified) → London, UK",Sea,7020010,Frozen shrimp,1645.8,1.6458,13022.3,0.013022299999999999,Delivered,BOL2834918746,TransIndia Cargo,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027033,2024-05-04,2024,May,5,2,"New Delhi, India","Bengaluru, India","New Delhi, India → Bengaluru, India",Sea,39232990,Frozen shrimp,1200.3,1.2003,15860.36,0.01586036,Delivered,BOL9009557265,Oceanic Logistics Co.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027584,2024-05-04,2024,May,5,2,"Sydney, Australia","Chennai, India","Sydney, Australia → Chennai, India",Air,8109090,Paperboard rolls,659.3,0.6593,20256.77,0.02025677,Delivered,BOL8572154641,Sunrise Exports,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028856,2024-05-04,2024,May,5,2,"Dubai, UAE","New York, USA","Dubai, UAE → New York, USA",Sea,85171200,Paperboard rolls,885.8,0.8857999999999999,10884.8,0.0108848,Delivered,BOL8962541834,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030042,2024-05-04,2024,May,5,2,"Rotterdam, Netherlands",Domestic,"Rotterdam, Netherlands → Domestic",Sea,30049099,Pharmaceutical tablets,35.8,0.0358,36615.17,0.036615169999999995,Delivered,BOL9544749232,A & D Global Freight Pvt. Ltd.,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031375,2024-05-04,2024,May,5,2,"Sydney, Australia","Chennai, India","Sydney, Australia → Chennai, India",Air,85171200,Fresh dragon fruit,1316.8,1.3168,11569.71,0.011569709999999999,Delivered,BOL9301977643,TransIndia Cargo,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032253,2024-05-04,2024,May,5,2,Vietnam (unspecified),"Ho Chi Minh City, Vietnam","Vietnam (unspecified) → Ho Chi Minh City, Vietnam",Sea,Unknown,Fresh dragon fruit,1066.0,1.066,8549.97,0.008549969999999999,Delivered,BOL5807075345,Oceanic Logistics Co.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034098,2024-05-04,2024,May,5,2,"Seattle, USA","Ho Chi Minh City, Vietnam","Seattle, USA → Ho Chi Minh City, Vietnam",Sea,94036000,Lithium batteries (packets),185.0,0.185,8948.18,0.00894818,Delivered,BOL6795715097,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034452,2024-05-04,2024,May,5,2,"Jakarta, Indonesia","Melbourne, Australia","Jakarta, Indonesia → Melbourne, Australia",Air,85171200,Ceramic tiles,2041.1,2.0410999999999997,13302.225,0.013302225,Delivered,BOL2198139287,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034733,2024-05-04,2024,May,5,2,"Seattle, USA","New Delhi, India","Seattle, USA → New Delhi, India",Road,8109090,Smartphone units,384.8,0.38480000000000003,109239.14,0.10923914,Delivered,BOL2626858886,A & D Global Freight Pvt. Ltd.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035995,2024-05-04,2024,May,5,2,"Ho Chi Minh City, Vietnam","Los Angeles, USA","Ho Chi Minh City, Vietnam → Los Angeles, USA",Sea,85423900,Smartphone units,115.0,0.115,62686.89,0.06268689,Delivered,BOL6417352504,Sunrise Exports,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026132,2024-05-05,2024,May,5,2,"Rotterdam, Netherlands","Mumbai, India","Rotterdam, Netherlands → Mumbai, India",Air,85171200,Plastic granules,2706.8,2.7068000000000003,39384.05,0.039384050000000004,Delivered,BOL8938622034,A & D International,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027531,2024-05-05,2024,May,5,2,"Mumbai, India","Melbourne, Australia","Mumbai, India → Melbourne, Australia",Sea,Unknown,Plastic granules,3805.0,3.805,21191.13,0.021191130000000002,Delivered,BOL8105091730,Sunrise Exports,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028684,2024-05-05,2024,May,5,2,"Rotterdam, Netherlands","New York, USA","Rotterdam, Netherlands → New York, USA",Sea,30049099,Textile rolls (cotton),1232.0,1.232,12835.41,0.01283541,Delivered,BOL5165676407,Oceanic Logistics Co.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030731,2024-05-05,2024,May,5,2,"Ho Chi Minh City, Vietnam",India,"Ho Chi Minh City, Vietnam → India",Sea,10063010,Furniture (assembled),868.8,0.8687999999999999,18447.98,0.01844798,Delivered,BOL9464561915,TransIndia Cargo,Unknown (trade database),No Remarks,7.4,0.3083333333333333,Scheduling Error,True,Delayed
ADGF-2033759,2024-05-05,2024,May,5,2,"Shanghai, China","Dubai, UAE","Shanghai, China → Dubai, UAE",Sea,10063010,Fresh white flesh dragon fruits (public trade sample),3113.8,3.1138000000000003,21241.04,0.02124104,Pending Pickup,BOL2507894062,TransIndia Cargo,Global Retail Ltd.,No Remarks,10.6,0.4416666666666667,Weather Delay,True,Delayed
ADGF-2035322,2024-05-05,2024,May,5,2,"Shenzhen, China","Sydney, Australia","Shenzhen, China → Sydney, Australia",Sea,85171200,Printed circuit boards,269.8,0.2698,55841.73,0.055841730000000006,Delivered,BOL3959329351,Sunrise Exports,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025075,2024-05-06,2024,May,5,2,"New Delhi, India","Sydney, Australia","New Delhi, India → Sydney, Australia",Road,Unknown,Printed circuit boards,395.6,0.3956,37203.48,0.037203480000000004,Delivered,BOL6163220579,TransIndia Cargo,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027143,2024-05-06,2024,May,5,2,"Seattle, USA","New Delhi, India","Seattle, USA → New Delhi, India",Air,Unknown,Cocoa beans,2431.9,2.4319,13302.225,0.013302225,Delivered,BOL1778658171,TransIndia Cargo,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030174,2024-05-06,2024,May,5,2,"Seattle, USA","Ho Chi Minh City, Vietnam","Seattle, USA → Ho Chi Minh City, Vietnam",Sea,94036000,Engine parts,939.7,0.9397000000000001,3245.01,0.0032450100000000004,Delivered,BOL3241309068,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031995,2024-05-06,2024,May,5,2,"Shenzhen, China","London, UK","Shenzhen, China → London, UK",Sea,8109090,LED lamps,1573.9,1.5739,7012.32,0.00701232,Delivered,BOL8096290009,A & D International,HomeStyle Furnitures,Documentation review required,0.0,0.0,No Delay,False,On Time
ADGF-2032576,2024-05-06,2024,May,5,2,"Los Angeles, USA",Singapore,"Los Angeles, USA → Singapore",Sea,94036000,Stainless steel fasteners,2133.4,2.1334,10534.07,0.01053407,Delivered,BOL8559666986,A & D International,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032801,2024-05-06,2024,May,5,2,"Los Angeles, USA","Melbourne, Australia","Los Angeles, USA → Melbourne, Australia",Air,Unknown,Furniture (assembled),397.2,0.3972,9679.05,0.00967905,Delivered,BOL4086109722,Sunrise Exports,HomeStyle Furnitures,No Remarks,30.2,1.258333333333333,Technical Glitch,True,Delayed
ADGF-2033193,2024-05-06,2024,May,5,2,"New Delhi, India","Rotterdam, Netherlands","New Delhi, India → Rotterdam, Netherlands",Air,94036000,Cocoa beans,6401.0,6.401,7481.64,0.00748164,Delivered,BOL6583282262,TransIndia Cargo,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033236,2024-05-06,2024,May,5,2,"Rotterdam, Netherlands","Ho Chi Minh City, Vietnam","Rotterdam, Netherlands → Ho Chi Minh City, Vietnam",Air,85423900,Textile rolls (cotton),1578.5,1.5785,3390.27,0.00339027,Customs Hold,BOL8521386373,A & D International,HomeStyle Furnitures,No Remarks,18.6,0.775,Scheduling Error,True,Delayed
ADGF-2033851,2024-05-06,2024,May,5,2,"Seattle, USA","Sydney, Australia","Seattle, USA → Sydney, Australia",Sea,10063010,Pharmaceutical tablets,128.4,0.12840000000000001,83841.84,0.08384184,Delivered,BOL5294000994,TransIndia Cargo,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034952,2024-05-06,2024,May,5,2,"Los Angeles, USA",Singapore,"Los Angeles, USA → Singapore",Sea,39232990,Freight / tax invoice (public doc),575.2,0.5752,30880.51,0.03088051,In Transit,BOL5221388784,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,No Remarks,23.0,0.9583333333333334,Technical Glitch,True,Delayed
ADGF-2034990,2024-05-06,2024,May,5,2,"Jakarta, Indonesia","Ho Chi Minh City, Vietnam","Jakarta, Indonesia → Ho Chi Minh City, Vietnam",Sea,10063010,Paperboard rolls,1068.0,1.068,6014.11,0.00601411,Delivered,BOL3306793285,A & D International,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035558,2024-05-06,2024,May,5,2,"Mumbai, India","New Delhi, India","Mumbai, India → New Delhi, India",Air,85423900,Wheat flour,4381.8,4.3818,9094.54,0.009094540000000002,Delivered,BOL3558525824,Sunrise Exports,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
